"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Early-demographic dividend","EAR","GNI (current US$)","NY.GNP.MKTP.CD","143092887533.812","151855124887.551","155498593225.052","163501878987.942","189199375825.071","205358426566.26","199648339306.786","207446380063.444","224863499266.555","251625945727.032","266107692117.362","289588448399.342","320325244537.959","409857652886.825","576187323240.659","620540494685.619","677935012543.502","755732618337.007","834787693934.9","1014174529238.97","1257012158249.54","1399095557848.38","1329365909501.65","1347129677704.68","1332679510224.79","1374281192227.36","1384138853854.73","1391047513372.3","1478452656944.98","1498824293661.58","1759759257001.07","1865311897513.01","2054928737065.28","2263607929739.66","2375028496082.6","2440389577348.71","2658158418486.28","2844947585092.82","2823138220268.11","2978260861707.19","3231354275751.37","3213366553572.54","3137890212826.93","3483678747167.38","4039594216809.2","4710361345486.14","5418545736646.62","6449294365749.31","7273107080087.82","6999102736500.05","8486996715620.42","9499547711362.83","9957803124500.58","10131500182783.5","10502899681058.4","10208079151117","10424540228620.1","11270753770790.2","11317843669342.2","11634719593900.6","10685401634095.3",
"East Asia & Pacific","EAS","GNI (current US$)","NY.GNP.MKTP.CD","148884075282.334","149224674921.423","152424137506.749","169981139223.206","195727857069.354","220612290253.642","247048103833.018","268021666509.61","296409743105.308","341501885740.877","404369000747.155","449516988697.834","558549507590.402","736333915253.285","845254666475.363","926382659662.98","1018196776584.83","1213165229910.89","1532422171793.36","1663396966879.26","1792190855638.4","1975663628350.14","1935063686407.2","2064350424979.48","2211758346374.1","2337284619910.74","3053072657722.34","3586579733957.33","4339698393365.6","4538387675977.86","4738388329423.27","5346557869966.87","5848112985870.72","6551185246599.6","7328991137184.2","8313867218367.32","8012475147904.56","7672281287287.93","6876951925743.38","7681123693277.01","8320188493333.52","7745480608543.9","7868960694044.44","8662504385582.86","9726633444432.27","10357745393184.4","11021579087900.5","12351649901166.7","14246695161365.5","14636915794349.8","17048880902074.9","19711618920536.2","21133085715609.8","21324983225109.4","22105331218924.6","21959816955428.7","22707273496740.3","24301082388751.4","26342201786799.7","26970121494525.3","",
"Europe & Central Asia (excluding high income)","ECA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","921460093428.765","874636704134.685","927350359333.582","900677162779.43","825847387815.004","815390027762.46","708898410958.756","759256452999.92","760171684804.084","784441079425.514","732325586771.245","615894524161.927","686361968387.106","683809521274.818","783259905201.04","982471966371.676","1306190512643.85","1651714768023.94","2016089163453.64","2613975769575.85","3231549704080.82","2538542126613.73","3028618407222.14","3732202175563.16","3959072502659.92","4202409132636.16","3933551465056.3","3026075848721.65","2891779239761.01","3247256105871.34","3337206356965.32","3394845340444.35","3149838954449.32",
"Europe & Central Asia","ECS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","1041943626331.64","1174241174980.42","1406649146756.51","1784415791725.21","2012916648619.29","2358919308504.97","2448112208415.57","2766831664101.23","3378178118470.08","4126534306668.3","4679815059211.61","4144771049126.4","3971850499677.11","3856203241353.5","3707692633792.56","3837786100084.94","5243591136228.82","6483688955972.32","7222110761326.97","7298905702775.23","8891302095436.51","9188358213198.96","9886288193205.35","9065362208700.55","9476129022655.46","10828040787374.7","11047013448065.8","10487557770805.8","10777818663598.3","10669181194012.2","10052993454723.3","10143231767268.8","11065984338068.4","13486720001250.5","15748388821874.3","16791985425666.9","18162404233365.7","21110847812979.7","23063578889698.1","20426155333461.6","20973638602396.1","23222201635818.4","22373124667886.8","23362050968155.4","23668959584539.1","20367966673808.5","20315253332527.2","21525551797776.3","23092838329529.7","22739029449944.6","",
"Ecuador","ECU","GNI (current US$)","NY.GNP.MKTP.CD","2043509723.60703","1726040723.05953","1494353886.87958","1806525750.82557","2225203587.61861","2362036265.70433","2404097428.14315","2528684150.03416","2555067797.29931","3084153419.78331","2833290165.97396","2718503141.66599","3140765557.37758","3775699919.51342","6432079281.52439","7676350735.48856","8952057258.16727","10829952446.0045","11653573256.8764","13770371965.5054","17268130651.1089","21049102097.5815","18929373984.7133","16262056379.346","15808986195.6227","16089586704.2826","14271644255.3903","12885923996.527","11818295217.9957","12526174547.0309","14028697796.5758","15870976488.2441","17149765882.9415","18077986993.4967","21768303151.5758","23508422211.1056","24202981490.7454","27134639319.6598","26810811405.7029","18337918959.4797","17103552776.3882","23235924000","27296182800","30940439900","34751628400","39691563800","44974439600","49039661800","60333815800","61249036100","68518395400","78019902500","86645126800","93768814900","100183286800","97561809500","98125265500","101977757500","104733266600","105079773200","95950843000",
"Egypt, Arab Rep.","EGY","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","4908912188.7287","5238506367.36456","5580495356.03715","5909345794.39252","6465375302.66344","7978146194.42351","8536087732.72124","9231127197.5181","9974482061.6473","9109910658.63287","11388206926.7865","12973982125.1241","13975793720.3999","14148726500.9096","16951571428.5714","20210185954.8442","20471081081.0811","25871182142.8571","29088009196.7404","31908191679.2088","35769552926.3951","37440785687.5585","39933762765.1218","34771711754.6848","39246669712.9285","41873798698.9681","37631036490.5284","42069286522.4325","46801231452.581","52113583392.6453","60485845060.4541","68066516981.1321","78947678171.0914","85684807556.0803","91221904806.8416","100305543960.076","97756136118.5984","85241867415.7303","80181261538.4615","78575767532.4675","89346865557.4043","107956786956.522","131614828371.278","164177881818.182","189300605444.646","214618966061.706","229940172977.625","272637266666.667","281027708527.132","298332708895.265","323665676819.407","327970017791.411","231165195652.174","243433399437.254","292071265603.645","351715245165.315",
"Euro area","EMU","GNI (current US$)","NY.GNP.MKTP.CD","246922964651.769","271037572856.596","301429642320.986","338169820331.307","376149128658.484","411979204498.028","449186760358.361","488045719697.94","523753482817.581","584492397103.082","649582462662.332","736144798202.555","889777620464.949","1154509178285.98","1305649605210.95","1516805290775.66","1582002707583.99","1797568725032.28","2202769429894.73","2666589149551.59","2991662605604.62","2588189005085.37","2496941971261.79","2440100483536","2341344024391.34","2408580750736.41","3392907719720.19","4208040240530.33","4628043942124.82","4721665152027.32","5930535340934.58","6144591028171.54","6775520486588.77","6206189757331.87","6535469079042.57","7546490405990.03","7640251067309.07","6975493737301.76","7158512829336.37","7140184277748.75","6499044971638.08","6589130876342.53","7137596060890.95","8812224468478.25","10149847446526.2","10528688184240.2","11216717582163.3","12868793591116.4","14047829000303.5","12926892549401","12677267039726.8","13692536165148.6","12724150072045","13287729691137.6","13566577310680.9","11689635820638.7","12013502021489.6","12699298950837.7","13762017097690.1","13424994851857.4","",
"Eritrea","ERI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531888311.688312","585565625","685835952.616924","683315115.487715","749833860.823972","695019380.320389","706846472.727273","750010831.601751","723218652.834893","860583135.777027","1093759651.85857","1089003669.98744","1202459440.65041","1310746757.72358","1368434686.17886","1840533600","1569887473.17073","2041455160.97561","","","","","","","","","",
"Spain","ESP","GNI (current US$)","NY.GNP.MKTP.CD","12014292254.6682","13771365311.6801","16068290740.3023","18990535037.939","21214320908.7775","24646865294.9947","28478655146.859","31375464705.1608","31188508104.3807","35653004591.7683","40471022106.0138","46106900598.8024","58555487962.7233","78071719017.7042","96948485722.5267","113934171014.493","117234501367.819","130823347207.01","158522927517.361","212392352503.718","229755263402.181","199125227969.003","192294673633.197","167322796983.759","168552857586.421","178339212328.767","248144330521.564","314786221533.486","370872708184.545","410262872803.935","530515703558.603","570816810248.198","623343892410.206","520853333769.12","519422964849.087","609570971443.822","633528195192.434","583087704545.455","611311425548.502","628928190922.651","592609176340.52","618604921700.224","697404479578.393","898060948081.264","1057144276136.08","1137362268374.58","1236053192823.99","1436006022447.3","1580109857917.09","1457139483189.77","1400015982113.65","1452677233893.91","1314223832938.1","1345710208981.47","1364378484123.79","1194850875811.09","1235120146859.29","1309785190230.7","1424050292990.73","1395571627631.37","",
"Estonia","EST","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5472116465.49341","5947902604.95927","6978783083.73363","9301313233.96567","11465094409.9379","13457655764.2084","16082181658.5121","20706693128.9351","23098872125.3845","19146012781.3281","18635314311.9741","22210861628.9901","22237623396.3398","24663444923.3427","26016585293.3131","22543889502.3005","23719542899.4187","26237511453.7214","30019486699.9738","30759017473.7254","",
"Ethiopia","ETH","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7317850048.30918","7698885748.79227","8554364251.20773","8076785458.9372","9447700386.47343","9817322463.76812","10480006666.6667","10844346376.8116","11396246714.9758","12108119661.8358","13390412125.6039","10429217520.0714","8734430671.62956","6848460204.38158","7603562639.92836","8504359178.89306","8492265911.60901","7751811217.66928","7648343127.98732","8182263337.46518","8180069454.11753","7797207615.85915","8557581131.63568","10067656708.6258","12365354408.4331","15242461910.6314","19721806402.0923","27086850118.9961","32395738209.0412","29825574928.2445","31883271774.1935","43214529006.0852","47541429851.2713","55459432981.0435","64326834729.9906","74053937524.5784","81285191646.1807","83892033920.3775","95322999764.7411","107062239280.072",
"European Union","EUU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","505184194886.459","548930035530.451","587738137249.16","655027122457.737","730716659660.758","826123278973.77","997429977785.568","1290964843120.82","1457832867775.49","1701225808347.18","1779906946946.43","2013974946507.48","2455310194027.61","2965631501339.76","3322360834272.47","2883260845112.5","2770319136796.55","2699351465006.46","2601406279178.39","2678751302486.78","3759889510939.09","4663857646528.35","5120867827177.26","5223705829736.34","6521222984637.02","6749972090491.27","7412365773686.3","6769790230928.08","7160840471147.4","8304893725938.64","8445446533806.49","7736902299578.05","7960561893726.48","7936837049581.43","7267952818423.92","7375687834549.88","8009823254784.1","9870015632305.77","11383840249095.2","11898999473976.2","12729933859729.5","14683221516010.4","16164284724493.6","14725232173420.7","14567475299369.4","15781958949811.5","14697840468336.2","15374875101403.3","15690359247314","13539842939065.8","13903029455250.7","14758399432270.1","16008820449981.9","15672395347889.2","",
"Fragile and conflict affected situations","FCS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","287955278479.736","411649153338.498","389637038526.436","331014273305.861","299855579620.743","308362206575","289784385909.785","289804551218.177","306645382022.8","277920527937.731","444457208602.615","232285125419.467","227475139961.288","207795352972.093","204546290448.379","259574568750.093","265328302079.38","305494055717.18","312818843845.078","348178174088.336","409586715175.398","399600438837.289","394324818386.428","402555595245.187","511560728119.89","641034568322.502","821052866239.942","1014173417923.05","1316324457249.29","1247959854137.64","1485763862913.88","1489603715405.32","1728071125773.68","1814475336473.61","1992238513874.95","1771295397386.24","1618538502988.65","1654651659752.28","1761777246641.02","1884098351239.39","1701404974838.03",
"Finland","FIN","GNI (current US$)","NY.GNP.MKTP.CD","5222582942.67438","5916257432.85525","6328651342.31764","6865699615.43464","7737636595.23394","8552415610.60842","9165340432.22567","9311168538.71865","8759663044.22547","9993855559.68814","11468163929.7848","12643331912.4751","14863587611.127","19624936984.5962","25041844966.1257","29617515758.8492","31975894753.0389","33523302346.1709","36296527075.8123","44609664173.4086","53811538093.7201","52302364287.6826","52540300974.4665","50632769000.854","52562557380.2928","55593895817.3446","73353482289.4675","91283152982.5511","108878171997.157","117465355410.836","139004341471","124265700632.26","107990419431.909","85043139377.5372","99204525896.4144","130266884531.59","129148330313.228","125014316802.199","131456386292.835","133865331344.556","124923530495.67","129373601789.709","140161867118.389","170265237020.316","198503849019.121","205663474692.202","218880943419.897","256801259238.982","285031492602.9","255632120033.343","252404839602.935","276297419116.355","259512605054.631","272399254958.036","277244896380.481","236745830831.021","241702997200.346","255143856199.685","276956768900.785","270240027192.156","274196740110.507",
"Fiji","FJI","GNI (current US$)","NY.GNP.MKTP.CD","108046845.485455","112580279.561768","118121143.432817","122780506.233472","135877093.565042","140914242.538723","146829391.041772","157403953.748601","159166380.396198","173147301.006404","210478046.54362","235940605.63545","305501696.55841","420170989.675145","556355387.288977","668362939.530357","683145705.692325","710159145.410944","823925129.900803","1006409477.08508","1184718826.40587","1224783524.45589","1157872157.87216","1094758505.40806","1149794291.52041","1130700329.40361","1281909965.57507","1166797089.79822","1094706844.71789","1163321108.33951","1289553649.80755","1344198969.91054","1482368596.14105","1581852380.33467","1739635270.81484","1931095783.26104","2100762488.42015","2052711782.22622","1597543789.00745","1871649065.80016","1711500516.77159","1638539927.96275","1848095477.61672","2301455849.77318","2708366993.65263","3023832052.04021","2955406654.34381","3302755697.69608","3436092991.15266","2859158664.41683","3043130949.27801","3658574057.55075","3825356332.75602","4108194688.82372","4631573805.23471","4398174246.7582","4658232109.60997","4930307029.85147","5221567500.23953","5045408257.73005","4114600096.40808",
"France","FRA","GNI (current US$)","NY.GNP.MKTP.CD","62588196442.4896","67823034024.6623","76152271791.83","85419528679.052","94702729234.0369","102253384558.78","110738073086.636","119728973065.967","130424516856.954","142381694448.156","149052793197.118","166781105718.006","204302990897.269","265235710076.606","286106110201.855","361759216766.101","373385686970.773","411210216635.464","508321220930.233","616651248843.663","706460726482.459","619460470730.235","586300029943.108","557554867028.144","527303159948.96","552408380785.516","774780755753.386","941591181927.316","1025574275960.8","1029131194735.76","1273598361643.18","1272602023020.58","1406931846344.49","1329198517489","1398516068052.93","1606455513208.04","1619352481087.32","1470552933243.43","1522697353791.42","1522417430215.21","1383769117376.08","1401282326621.92","1509850367024.28","1864908577878.1","2145033523714.92","2233730879243.88","2364983063605.57","2709995893785.93","2981955470924.27","2752093637121.42","2703780741292.19","2937479068093.53","2742506164929.59","2874043166666.13","2913983592556.46","2490863059700.31","2523562336756.09","2647250199464.78","2848141899205.09","2771809930478.43","",
"Faroe Islands","FRO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","52148922.9365332","58084838.716028","59785370.8021504","58853346.6666667","62546640","76079986.6666667","88810426.1480508","107277127.653965","144177177.105536","178608357.244021","207304020.347066","242215885.957475","310534963.476465","354095161.797592","395916305.843312","438968526.354335","396862655.217296","395442349.563278","435757711.517375","412007770.815624","440432475.660712","644049832.859846","822329978.916767","","","","","","","","","","","1142147206.30373","1163097388.26295","1099664732.59022","1178293362.81059","1302696745.91815","1548916920.9284","1754051843.56796","1788657473.02773","2051826192.23784","2358928669.83853","2447853121.75124","2216512152.81016","2350669440.4438","2626036098.12431","2492533448.42469","2773943699.5887","2955634743.87528","2587761411.43596","2841496204.52486","2999379060.71575","3142352643.08111","3219884847.21264","",
"Micronesia, Fed. Sts.","FSM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","111000000","","","","","","","","","","218000000","223300000","232663800","228791600","209127900","219545400","226023100","239347500","246016700","246760900","249179300","247072600","258632900","262084600","267150600","270372300","296756800","307507200","320855800","342609600","342707900","344654300","375852000","387000200","416554700","412197400","463133500","",
"Gabon","GAB","GNI (current US$)","NY.GNP.MKTP.CD","134793935.115343","159031435.606525","171340070.295516","181392411.868566","196883741.619649","206071196.795484","225497975.224257","246340524.325201","266596981.170437","295429413.447307","307160008.794575","357718214.367401","401940061.174573","665353060.065742","1417920156.4698","2004545686.77877","2830711868.05714","2657932404.28521","2162585095.25946","2668745824.94164","3856028560.83687","3534371862.31587","3304867120.08723","3096313731.62795","3337401884.85311","3096404812.90465","3157035409.3832","3038898140.05353","3556845179.39779","3951934799.26317","5336349261.01181","4849229139.73391","4864374340.27046","3745523609.11288","3692804810.00971","4293428472.57449","4930999941.35498","4610324869.35241","3968303449.53605","4094076970.71508","4299812167.70298","4393551481.66085","4854435521.76894","5797168602.58384","6576889964.31131","8624810908.65504","8966978264.46483","10624577834.7826","13406692825.1121","10736261661.3374","12484463860.0323","15711224400.8789","15456971600.9772","15890972051.6072","17256250321.3623","13188718851.3015","12934875312.3494","13985729747.5427","15754972352.1527","15511134184.7141","14503352951.4882",
"United Kingdom","GBR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","141368010559.155","159581693842.784","183025022477.522","207728838804.508","224423997194.951","266120292035.398","256088323450.135","285596650968.08","363188859060.403","469775813214.74","599298728793.865","570103532958.199","541693864430.468","517086357435.198","487868894652.833","511118243069.815","630995681618.294","775160173230.92","943993173247.954","949908604384.817","1113924778053.98","1167505770723.1","1219189025974.03","1096133735752.85","1197303966942.15","1301839220451.32","1371120280811.23","1533280384741.32","1657235026498.84","1676651027341.85","1664436374640.64","1650467827839.36","1803110011990.41","2077092244897.96","2437182350787.26","2567050909090.91","2708675252989.88","3078767507002.8","2894351102941.18","2394410344290.39","2483328633748.23","2670448566344.08","2675929322494.23","2726435020439.59","3002975203586.05","2865122532144.89","2627859079477.05","2629521451992.67","2820125112213.7","2778814970160.26","",
"Georgia","GEO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2642622950.81967","2469381443.29897","2574192823.12548","3023800304.02432","3637920231.21387","3804243776.08289","2946950605.08768","3094875335.18846","3239488663.77231","3406128022.95396","4000784452.62618","5199165171.11853","6471623655.32079","7906494270.95035","10208882370.5477","12735776495.8412","10723236276.5639","12026105593.8955","14681541476.4305","16316003088.4757","16872451545.0283","17397203432.0666","14615250561.8473","14440358558.3302","15447499820.6814","16915006669.0344","16699333664.5257","15137018591.1869",
"Ghana","GHA","GNI (current US$)","NY.GNP.MKTP.CD","1203222788.11513","1283064113.9854","1368508339.91674","1515584466.51987","1714487418.68791","2026849097.09266","2106690422.96293","1710013336.24531","1615922325.90839","1914005085.05654","2170905357.74343","2372632926.42131","2085279606.80586","2447183098.59155","2875155279.50311","2787765957.44681","2744915254.23729","3178000000","3654101221.64049","4006125356.12536","4426348547.71784","4209534638.98054","4025490196.07843","4021119840.80424","4364497716.89498","4424969151.21483","5601277821.67307","4936761904.7619","5066668176.44611","5133900896.99299","5776765502.12656","6474875000","6307702517.16247","5853944530.04622","5333534518.82845","6332009174.31193","6791288685.01529","6757509277.34375","7329127595.15571","7555452363.09077","4836061112.13067","5206827725.81321","6036889828.36951","7467434240.88602","8683188882.71262","10613532479.0102","20312963391.979","24687276967.6174","28562049035.4462","25953825266.9039","31663124545.4545","38114303104.0379","39174956052.3864","61072600585.4446","51920119657.5295","47921089700.1023","53961581129.4695","57431697460.0621","64270236560.3123","65527306781.1554","70776627999.4372",
"Gibraltar","GIB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1837759443.09909","1917338040.74439","2253095970.28473","2262129430.14216","2517843175.06472","2849148918.07888","3143620746.4446","3195795760.56397","3309895555.80767","3613087968.11415","3780063577.03648","3672785043.89791","3468765493.65888","3382322535.08772","2922237265.46551","2742369252.58784","2917567837.24503","3200990212.20533","3366577581.80921","2657936711.99064","4179199242.75183","6218767655.82095","6872979193.75684","6548704567.45382","6776357857.34192","6651747173.60732","7516065253.97551","7971453845.06923","8494333615.46672","8650959121.19587","8446956121.39324","10274041360.4107","11448030336.5274","12853809258.2083","14340050917.1588",
"Gambia, The","GMB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","44212353.6988296","46695363.1558873","41160658.5705371","45168722.6995632","52296836.749388","54456487.8808527","57542397.4416629","73888510.3383459","94698638.1436671","114777433.628319","113261760.34506","139727431.312691","171230618.017932","204442702.8172","236981115.630447","215053160.486383","209616335.44442","199671492.458122","178388800.535699","250974678.343049","214199884.476534","250476591.654416","271923275.296643","267267458.726726","291575060.286838","670174119.155855","695658104.477444","736114620.819802","728459558.746791","770633068.95215","832133538.153758","779877139.663928","814984158.75074","785843994.348448","752681081.672871","656184060.890407","545288099.087249","464321035.383186","941271640.787077","1005256867.79538","1029031896.58551","1253851721.11573","1536174172.23915","1422147062.79744","1513386209.48165","1377827103.16854","1385746819.38205","1345938955.88137","1200490602.16136","1345126868.55094","1456755151.30555","1476610604.41246","1641471456.93411","1795947897.12859","1868469062.1863",
"Guinea-Bissau","GNB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","111436935.518784","105009338.468559","109182779.311996","116034149.855908","116837925.485408","104759376.250358","153079242.424242","163123305.961525","163161848.377432","138395950.116153","159531246.877493","129407982.855092","165536369.464325","154458085.319937","200843049.86606","233321979.006747","240150370.516449","212813451.248458","221580826.556256","221530086.124576","235946465.083508","251819733.576507","253850808.6941","192357495.646254","210146642.89748","358663940.704695","376717458.288031","409024939.98961","466427336.973747","521762133.584153","575592778.227905","586774105.442","693393880.539544","854545468.834081","819881779.757062","846239040.546748","1106262187.94072","994656463.155973","1026052961.77604","1092300692.46571","1073811497.97949","1208741919.75236","1352932628.34994","1453500084.16652","1470018484.03597","1456255016.62653",
"Equatorial Guinea","GNQ","GNI (current US$)","NY.GNP.MKTP.CD","","","9122751.45318345","10840095.1283649","12712471.3960211","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66861428.5714286","65370165.1096172","65254936.1298253","81407483.6937865","94523896.1984503","104698033.340882","104052135.180784","104386403.72818","","","48799934.0142818","30146793.5871743","34544821.1359913","40537010.0397406","47262783.9636726","57918187.5649675","70825308.4917121","88040829.6360576","93504454.6181578","81007248.0872755","119604661.344397","121228259.571106","149786399.50312","148550061.342847","92353432.526778","118007515.600571","187443210.314329","387373514.86989","290375972.74896","520234190.694773","675806916.325726","587616433.65253","821380430.543874","924205363.796268","1481460300.58029","4173013694.85662","7939532609.24236","10450746473.5717","14636832123.2464","9938850407.13803","9578455859.0232","13819219556.27","14844232058.9824","15003861974.6298","14796386739.5044","9945017697.99731","8709938326.77619","8983531116.62288","10026980379.1012","8329916823.55915","7454529309.38793",
"Greece","GRC","GNI (current US$)","NY.GNP.MKTP.CD","4397175254.27997","5039684341.08498","5293495375.60547","5993745683.35976","6794075397.81524","7809057158.40803","8710950813.67007","9411190898.92478","10261378015.4884","11788957930.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268245507464.559","310292161237.339","343903323568.185","322674845790.497","290269009046.961","274791195321.416","244078781651.491","238456463558.615","236783987047.24","195109995557.267","191729159234.084","198551708413.189","209633327513.116","203644992868.4","",
"Grenada","GRD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","70198198.8888889","86840904.8148148","100577695.555556","108715271.851852","110763030","120139293.703704","127285033.703704","140644421.851852","162487714.444444","182037670.740741","208368828.888889","230083449.62963","257794308.888889","266224688.888889","293872703.703704","304823407.407407","301338111.111111","316297000","328728074.074074","351511444.444444","375246148.148148","422659148.148148","455709370.37037","486296222.222222","478999740.740741","492740296.296296","540525814.814815","533925222.222222","667088148.148148","669815814.814815","717591481.481481","783264333.333333","708231333.333333","731135629.62963","746883222.222222","765599962.962963","813021518.518518","828656703.703704","880071756.842618","964607569.647893","1004054801.72429","1055074661.13936","1093012437.51293","984811682.878589",
"Greenland","GRL","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","62671693.3333333","79845933.9948231","95649274.0275999","126347367.551037","153180429.539451","190389794.817354","217061422.663358","254463352.878465","320920991.549704","379205474.24444","428502989.762061","395457225.482214","375402045.029043","379332968.835429","351563254.349883","384564569.098939","553578049.684835","728915398.447436","831761123.078066","868238899.072529","946256019.131952","946142421.636833","963370388.164543","865528462.807878","950853693.047826","1159860059.9743","1163019297.42873","1041865394.80657","1120015520.53486","1102892692.29667","1043287847.48426","1057096169.55832","1138485312.93146","1389711128.31489","1599873145.16533","1662192132.60184","1657458868.63523","2042180079.72519","","","","","","","","","","","","","",
"Guatemala","GTM","GNI (current US$)","NY.GNP.MKTP.CD","1033200000","1064300000","1131700000","1248599900","1282100000","1319699900","1374500000","1434100000","1579100000","1679699900","1865800000","1942900000","2055700000","2523300100","3113499900","3579900000","4321300200","5454200200","6053100200","6905300200","7834600000","8521800300","8603399700","8937300400","9263400100","9551552086.95652","7017563515.98174","6905099840","7665302824.42748","8231324360.79545","7454425217.35254","9303297739.06819","10299842165.3193","11281542445.9666","12853235568.2292","14496304426.3931","15444935612.0305","17551326219.9647","19211791989.8661","18113912244.594","19079227161.4798","18320773165.7038","20125833974.7114","21258490637.0814","23167186220.3486","26298543667.064","29063968116.1708","32725168323.9284","37869860454.5856","36396647511.6092","39642735663.3531","45572811581.4431","48568960269.4377","51760538474.9516","56335293260.1006","60699783501.2454","64628417703.6211","70153026036.7021","71702090103.4462","75608515048.4948","76206231566.9147",
"Guam","GUM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI (current US$)","NY.GNP.MKTP.CD","156274047.716269","173073849.384588","174007583.270139","159715744.035466","178032258.064516","198529411.764706","209470588.235294","231352941.176471","208750000","228800000","246550000","264050000","274809523.809524","291952380.952381","411545454.545455","481041666.666667","430120000","423000000","481240000","499599960","561200040","507857142.857143","420333300","419666700","364473657.894737","384883744.186047","416744186.046512","262448979.591837","319100010","256286757.352941","289265807.594937","213533094.812165","263261390.88729","362611367.127496","457932056.399132","535690166.197183","653276371.794872","675683469.217211","661358372.697135","626125003.651726","668697606.753275","660857203.257727","671139695.277057","700124768.991682","755942664.800877","804427767.354597","2310819520.42814","2719805205.11933","3010396877.16608","3148776132.43314","3445693233.08364","3682055743.32286","4087057065.56015","4196343961.0038","4154319553.31008","4304537437.24062","4478082234.63973","4736697059.89703","4759901016.44035","5127125799.70695","4266532421.40669",
"High income","HIC","GNI (current US$)","NY.GNP.MKTP.CD","1049281245297.33","1113122580140.14","1208249863163.52","1302928668234.06","1422020663616.36","1547337576932.09","1698942752225.26","1826855149889.61","2001510231326.42","2203522558208.48","2399087762600.4","2658395554787.86","3088243444309.85","3739295458986.44","4215177171020.95","4703018809055.48","5114435298010.19","5786287011519.08","6934105142225.11","7996153705654.48","8925982230035.46","9062715964612.23","9004955961488.81","9277474895684.13","9702766114951.45","10173499368636","12329964707230.1","14335057248882.6","16216438962547","16894096982752.7","18900237204451.1","20013449605957.4","21532057234364.9","21697561544737.7","23284234670718.9","25809381445097.7","26068426473748.9","25693808514418.5","25869243657186.9","27173521214680.3","27815726841907.4","27558050985797.6","28625586513195.3","32039434938039.2","35711714890914.2","37818567794405.3","40081228445709.2","43550236370336","46040843803456.1","43294433322260.6","45624685922011.5","49390627692931.3","49621289094967.5","50146532827712.2","51364259240858.1","48469498910289.7","49368545226243.9","51715319551750.4","54818946191272.4","55188720859983","",
